iter	Passed	Remaining
166	4940	6892
167	4969	6862
168	4999	6833
169	5033	6810
170	5063	6780
171	5098	6759
172	5123	6722
173	5164	6707
174	5197	6682
175	5233	6660
176	5277	6648
177	5309	6621
178	5340	6593
179	5369	6562
180	5398	6531
181	5418	6490
182	5450	6463
183	5481	6434
184	5504	6396
185	5533	6366
186	5563	6336
187	5591	6304
188	5622	6277
189	5653	6248
190	5685	6220
191	5713	6190
192	5741	6157
193	5771	6128
194	5799	6097
195	5826	6064
196	5853	6032
197	5885	6004
198	5915	5974
199	5943	5943
200	5973	5914
201	6003	5884
202	6046	5867
203	6099	5860
204	6130	5831
205	6161	5802
206	6190	5772
207	6220	5741
208	6250	5711
209	6278	5680
210	6307	5649
211	6323	5607
212	6348	5573
213	6363	5531
214	6391	5500
215	6421	5469
216	6451	5440
217	6482	5411
218	6511	5381
219	6540	5350
220	6570	5322
221	6599	5291
222	6619	5253
223	6647	5223
224	6675	5192
225	6702	5160
226	6731	5130
227	6761	5100
228	6791	5071
229	6801	5027
230	6831	4998
231	6862	4969
232	6891	4939
233	6921	4909
234	6940	4873
235	6970	4843
236	7000	4814
237	7029	4784
238	7038	4741
239	7058	4705
240	7086	4675
241	7113	4644
242	7136	4611
243	7166	4582
244	7196	4552
245	7224	4522
246	7256	4494
247	7286	4466
248	7317	4437
249	7346	4407
250	7361	4369
251	7391	4340
252	7418	4310
253	7447	4280
254	7475	4250
255	7504	4221
256	7535	4192
257	7564	4163
258	7594	4134
259	7625	4105
260	7658	4078
261	7687	4049
262	7717	4020
263	7748	3991
264	7776	3961
265	7805	3932
266	7835	3903
267	7866	3874
268	7898	3846
269	7928	3817
270	7959	3788
271	7988	3759
272	7998	3720
273	8031	3693
274	8064	3665
275	8095	3637
276	8123	3607
277	8152	3577
278	8180	3547
279	8211	3519
280	8242	3490
281	8275	3462
282	8314	3437
283	8355	3412
284	8385	3383
285	8414	3353
286	8445	3325
287	8479	3297
288	8510	3268
289	8538	3238
290	8566	3208
291	8595	3179
292	8623	3149
293	8654	3120
294	8690	3093
295	8721	3064
296	8749	3034
297	8778	3004
298	8808	2975
299	8836	2945
300	8865	2915
301	8896	2886
302	8929	2858
303	8958	2829
304	8987	2799
305	9021	2771
306	9053	2742
307	9082	2712
308	9109	2682
309	9141	2654
310	9169	2624
311	9196	2593
312	9229	2565
313	9262	2536
314	9291	2507
315	9324	2478
316	9354	2449
317	9382	2419
318	9410	2389
319	9439	2359
320	9468	2330
321	9496	2300
322	9525	2270
323	9553	2241
324	9583	2211
325	9611	2181
326	9643	2152
327	9672	2123
328	9700	2093
329	9729	2063
330	9758	2034
331	9785	2004
332	9816	1975
333	9844	1945
334	9872	1915
335	9900	1885
336	9925	1855
337	9953	1825
338	9982	1796
339	10015	1767
340	10046	1738
341	10074	1708
342	10102	1678
343	10132	1649
344	10161	1619
345	10190	1590
346	10222	1561
347	10268	1534
348	10299	1505
349	10331	1475
350	10360	1446
351	10387	1416
352	10415	1386
353	10459	1359
354	10492	1330
355	10521	1300
356	10553	1271
357	10590	1242
358	10627	1213
359	10658	1184
360	10689	1154
361	10721	1125
362	10751	1095
363	10780	1066
364	10809	1036
365	10840	1007
366	10873	977
367	10903	948
368	10934	918
369	10962	888
370	10992	859
371	11022	829
372	11051	799
373	11079	770
374	11108	740
375	11137	710
376	11168	681
377	11196	651
378	11224	621
379	11254	592
380	11283	562
381	11314	533
382	11343	503
383	11373	473
384	11402	444
385	11429	414
386	11456	384
387	11484	355
388	11512	325
389	11541	295
390	11569	266
391	11600	236
392	11629	207
393	11660	177
394	11689	147
395	11717	118
396	11753	88
397	11787	59
398	11828	29
399	11857	0
