iter	RMSE
0	122733.1847
1	120224.4429
2	117633.6346
3	115267.3807
4	112923.3368
5	110716.2864
6	108532.5962
7	106474.0512
8	104353.5072
9	102358.9075
10	100366.2662
11	98511.37316
12	96797.19937
13	95081.01204
14	93373.70774
15	91807.59475
16	90308.08159
17	88946.98381
18	87459.97421
19	86071.39923
20	84709.15039
21	83443.65772
22	82171.67898
23	80904.5574
24	79705.38032
25	78501.22198
26	77374.76164
27	76330.40239
28	75344.83127
29	74357.37342
30	73372.56114
31	72206.12307
32	71297.64472
33	70425.25862
34	69481.11576
35	68453.51762
36	67719.42379
37	67014.97354
38	66190.30587
39	65337.02164
40	64657.79519
41	63949.34222
42	63270.75569
43	62576.14994
44	61916.03639
45	61307.31561
46	60633.32015
47	60025.25012
48	59494.80101
49	58907.84497
50	58369.33919
51	57742.97163
52	57083.5248
53	56623.23828
54	56039.81353
55	55464.65057
56	55013.782
57	54629.38891
58	54247.35022
59	53814.14828
60	53402.88873
61	53013.66667
62	52667.59453
63	52251.67078
64	51798.67133
65	51496.20817
66	51108.95733
67	50823.28667
68	50476.49532
69	50281.59828
70	49993.4838
71	49680.84645
72	49419.75099
73	49122.08771
74	48914.75585
75	48567.24253
76	48265.73525
77	48051.81872
78	47865.04923
79	47621.59204
80	47312.88156
81	47103.29247
82	46856.14814
83	46695.72636
84	46526.3854
85	46319.34761
86	46167.72807
87	45930.34917
88	45778.52786
89	45677.78354
90	45436.0245
91	45248.30237
92	45156.33258
93	44986.72943
94	44891.26718
95	44736.90663
96	44615.11045
97	44511.32828
98	44415.28712
99	44287.25999
100	44150.67384
101	43980.29587
102	43895.81934
103	43753.48413
104	43654.59725
105	43569.83095
106	43456.89262
107	43332.48055
108	43259.97524
109	43141.22152
110	43078.09434
111	43015.28055
112	42919.81852
113	42830.29191
114	42720.09061
115	42639.73368
116	42517.29886
117	42459.47488
118	42390.22001
119	42194.65956
120	42077.22425
121	42010.66235
122	41946.55919
123	41885.65952
124	41720.7776
125	41628.19345
126	41550.48245
127	41499.23636
128	41362.09228
129	41266.8732
130	41206.74221
131	41164.05268
132	41119.62423
133	41003.28967
134	40888.12388
135	40764.08897
136	40720.74255
137	40676.70863
138	40623.21544
139	40568.05877
140	40547.44092
141	40520.74472
142	40488.85926
143	40459.79539
144	40429.46946
145	40337.65325
146	40314.24621
147	40211.30512
148	40188.98057
149	40126.68693
150	40086.74361
151	40001.85107
152	39950.69501
153	39895.39779
154	39851.17234
155	39779.05041
156	39754.24912
157	39653.00136
158	39581.49412
159	39558.69623
160	39497.11932
161	39408.40844
162	39376.97464
163	39353.79472
164	39319.74509
165	39293.83571
166	39265.75874
167	39225.64472
168	39206.38742
169	39108.27607
170	39092.5569
171	38988.9133
172	38977.42166
173	38948.95686
174	38919.76797
175	38831.48356
176	38775.0916
177	38754.97625
178	38716.95873
179	38665.6413
180	38618.69017
181	38592.33706
182	38565.6812
183	38501.79688
184	38495.82835
185	38468.11376
186	38433.50367
187	38401.1346
188	38328.36372
189	38290.5205
190	38227.32804
191	38192.58182
192	38153.98538
193	38139.42192
194	38048.3679
195	38019.91959
196	37985.70786
197	37975.69305
198	37965.65492
199	37951.63553
200	37894.14836
201	37795.88068
202	37729.65826
203	37695.42745
204	37654.94466
205	37639.19777
206	37618.55753
207	37585.90561
208	37552.61896
209	37507.44204
210	37442.76663
211	37437.41945
212	37403.31536
213	37389.22557
214	37330.99262
215	37281.85716
216	37236.58993
217	37176.22131
218	37142.91152
219	37082.94829
220	37057.71388
221	37031.20354
222	37022.91956
223	36985.82137
224	36915.83285
225	36872.48968
226	36821.98357
227	36800.73803
228	36743.21414
229	36740.12066
230	36725.22108
231	36691.29181
232	36665.29565
233	36645.17779
234	36640.87725
235	36629.14334
236	36588.99559
237	36579.03122
238	36576.34684
239	36568.28231
240	36538.6469
241	36502.67709
242	36496.11821
243	36461.70097
244	36439.99963
245	36384.48253
246	36361.19682
247	36341.74775
248	36315.61552
249	36294.97737
250	36291.78218
251	36232.06291
252	36216.27658
253	36209.4884
254	36156.15687
255	36132.75124
256	36104.08189
257	36060.79157
258	36035.04432
259	36012.8168
260	36006.6566
261	35968.64294
262	35954.55222
263	35929.86653
264	35889.95413
265	35835.56687
266	35823.86068
267	35806.19619
268	35797.98735
269	35777.52101
270	35755.18978
271	35714.0428
272	35712.36957
273	35687.39369
274	35634.0719
275	35583.72816
276	35575.94849
277	35523.41194
278	35513.86174
279	35503.75841
280	35496.59276
281	35454.95147
282	35423.42462
283	35389.26156
284	35371.91041
285	35351.16405
286	35323.01357
287	35318.00422
288	35291.94113
289	35276.71178
290	35246.75164
291	35224.76819
292	35209.79734
293	35205.70465
294	35193.53607
295	35179.73448
296	35151.81655
297	35104.01938
298	35059.5388
299	34999.32933
300	34984.93856
301	34973.40581
302	34965.06552
303	34943.55395
304	34934.54647
305	34927.58671
306	34904.12294
307	34875.59263
308	34842.10373
309	34789.0475
310	34769.81697
311	34740.98882
312	34714.33056
313	34657.91839
314	34641.81822
315	34624.08602
316	34590.38155
317	34538.13523
318	34504.2654
319	34492.45947
320	34461.53717
321	34455.97074
322	34450.50337
323	34445.69453
324	34412.37047
325	34386.77178
326	34356.42681
327	34324.16525
328	34294.7362
329	34270.4345
330	34220.84179
331	34190.1109
332	34159.29178
333	34093.30191
334	34065.43045
