iter	Passed	Remaining
360	14095	1522
361	14128	1483
362	14162	1443
363	14195	1403
364	14227	1364
365	14263	1325
366	14301	1286
367	14335	1246
368	14368	1207
369	14404	1167
370	14440	1128
371	14475	1089
372	14517	1050
373	14550	1011
374	14585	972
375	14619	933
376	14654	894
377	14688	854
378	14721	815
379	14754	776
380	14790	737
381	14824	698
382	14862	659
383	14898	620
384	14933	581
385	14968	542
386	15001	503
387	15033	464
388	15068	426
389	15102	387
390	15137	348
391	15172	309
392	15205	270
393	15242	232
394	15282	193
395	15317	154
396	15354	116
397	15401	77
398	15434	38
399	15469	0
