iter	RMSE
218	39962.99583
219	39947.12994
220	39936.48499
221	39852.45199
222	39839.82433
223	39828.42314
224	39799.86783
225	39795.03351
226	39723.02539
227	39712.406
228	39702.36031
229	39690.88582
230	39683.59199
231	39567.98121
232	39499.86824
233	39488.28066
234	39417.91871
235	39404.00741
236	39383.53795
237	39370.44975
238	39354.5265
239	39305.91378
240	39295.48939
241	39282.07349
242	39277.01138
243	39264.85236
244	39256.36347
245	39235.66143
246	39224.72692
247	39215.66057
248	39188.40037
249	39179.30666
250	39163.29385
251	39138.86358
252	39131.13266
253	39022.37597
254	39019.12505
255	39012.54677
256	39003.71144
257	38995.95216
258	38987.81687
259	38966.36598
260	38927.99665
261	38921.93129
262	38898.43736
263	38856.56161
264	38845.41249
265	38789.84735
266	38780.51146
267	38775.55078
268	38767.35617
269	38708.9075
270	38690.65354
271	38685.97007
272	38588.16143
273	38535.06593
274	38524.56191
275	38517.32498
276	38500.09048
277	38478.68808
278	38473.63498
279	38447.87442
280	38435.90554
281	38381.04282
282	38366.62827
283	38318.15737
284	38303.80606
285	38291.96998
286	38285.84659
287	38279.57065
288	38264.28027
289	38254.90546
290	38242.84929
291	38230.15178
292	38215.07804
293	38200.29144
294	38122.61428
295	38112.35279
296	38066.62465
297	38060.71704
298	38054.90037
299	38048.56395
300	37968.17903
301	37954.14445
302	37945.90369
303	37942.01105
304	37903.17325
305	37884.50168
306	37862.04377
307	37848.65448
308	37844.85652
309	37831.77463
310	37818.94213
311	37815.52135
312	37806.67456
313	37802.98077
314	37754.69571
315	37749.78428
316	37689.29207
317	37685.83272
318	37658.49335
319	37641.39644
320	37552.42012
321	37487.7466
322	37475.59808
323	37472.24208
324	37468.94158
325	37425.85355
326	37414.02968
327	37349.42872
328	37346.20161
329	37341.73045
330	37338.85346
331	37296.84354
332	37285.43307
333	37274.24139
334	37214.07481
335	37211.05589
336	37098.93657
337	37073.09163
338	37047.71509
339	37043.55499
340	37004.39613
341	36940.08301
342	36901.86267
343	36877.49175
344	36818.63026
345	36815.64229
346	36765.46826
347	36742.17608
348	36731.60277
349	36728.6977
350	36672.87845
351	36655.12672
352	36651.41834
353	36648.58742
354	36644.98842
355	36625.27738
356	36615.08383
357	36608.01222
358	36605.33335
359	36545.6622
360	36535.86864
361	36530.24139
362	36527.69679
363	36521.01658
364	36423.76043
365	36372.0885
366	36326.64035
367	36320.05619
368	36276.72916
369	36274.2463
370	36265.01426
371	36259.24006
372	36238.31182
373	36188.17711
374	36142.76845
375	36136.51664
376	36116.23789
377	36113.01344
378	36093.10357
379	36074.34086
380	36071.99258
381	36026.2274
382	36020.30821
383	35978.22567
384	35934.7376
385	35932.50976
386	35890.21973
387	35881.82025
388	35861.2911
389	35858.24595
390	35840.01844
391	35831.88292
392	35825.59364
393	35823.71783
394	35819.02438
395	35816.13244
396	35756.22587
397	35750.78399
398	35745.46261
399	35740.31498
