iter	Passed	Remaining
257	16871	48520
258	16953	48503
259	17040	48500
260	17150	48561
261	17241	48564
262	17321	48539
263	17422	48572
264	17524	48605
265	17597	48558
266	17697	48585
267	17825	48686
268	17943	48759
269	18032	48753
270	18135	48784
271	18212	48744
272	18288	48702
273	18383	48708
274	18468	48689
275	18565	48701
276	18647	48670
277	18748	48691
278	18850	48713
279	18924	48663
280	19027	48685
281	19135	48721
282	19231	48724
283	19325	48722
284	19414	48707
285	19520	48732
286	19594	48680
287	19670	48630
288	19773	48646
289	19915	48758
290	20005	48742
291	20082	48692
292	20171	48674
293	20249	48625
294	20343	48617
295	20429	48590
296	20515	48561
297	20610	48553
298	20671	48464
299	20763	48447
300	20870	48466
301	20972	48473
302	21065	48458
303	21148	48418
304	21248	48417
305	21329	48374
306	21402	48311
307	21480	48261
308	21565	48226
309	21650	48190
310	21754	48195
311	21835	48149
312	21925	48124
313	21988	48038
314	22044	47937
315	22119	47878
316	22235	47907
317	22330	47891
318	22404	47829
319	22489	47789
320	22585	47775
321	22684	47763
322	22766	47718
323	22846	47668
324	22961	47689
325	23036	47627
326	23175	47697
327	23298	47734
328	23382	47689
329	23466	47643
330	23571	47640
331	23643	47572
332	23742	47556
333	23830	47518
334	23948	47538
335	24070	47568
336	24168	47547
337	24273	47542
338	24371	47520
339	24467	47495
340	24553	47451
341	24644	47415
342	24714	47339
343	24832	47354
344	24929	47329
345	25019	47290
346	25134	47299
347	25247	47302
348	25362	47309
349	25431	47229
350	25510	47168
351	25566	47065
352	25651	47016
353	25744	46980
354	25835	46940
355	25959	46961
356	26019	46864
357	26102	46810
358	26175	46737
359	26274	46710
360	26379	46694
361	26469	46651
362	26558	46605
363	26659	46580
364	26749	46536
365	26831	46477
366	26926	46442
367	27014	46394
368	27110	46360
369	27200	46315
370	27286	46262
371	27373	46210
372	27451	46145
373	27509	46044
374	27581	45969
375	27706	45980
376	27793	45929
377	27858	45841
378	27946	45791
379	28012	45705
380	28085	45629
381	28185	45598
382	28261	45527
383	28321	45432
384	28389	45348
385	28457	45265
386	28529	45190
387	28604	45118
388	28670	45033
389	28762	44987
390	28867	44962
391	28948	44900
392	29011	44808
393	29068	44710
394	29117	44597
395	29164	44482
396	29202	44355
397	29245	44235
398	29292	44122
399	29336	44005
400	29376	43881
401	29415	43756
402	29453	43631
403	29493	43509
404	29536	43392
405	29579	43276
406	29620	43156
407	29660	43037
408	29699	42914
409	29736	42791
410	29776	42671
411	29814	42551
412	29851	42428
413	29888	42306
414	29930	42190
415	29967	42069
416	30005	41949
417	30036	41821
418	30076	41705
419	30115	41587
420	30156	41474
421	30196	41359
422	30244	41254
423	30284	41141
424	30323	41025
425	30389	40946
426	30428	40833
427	30469	40721
428	30508	40607
429	30547	40493
430	30585	40379
431	30626	40268
432	30666	40156
433	30706	40045
434	30767	39962
435	30808	39852
436	30847	39741
437	30890	39635
438	30937	39535
439	30978	39426
440	31017	39317
441	31057	39207
442	31096	39098
443	31134	38988
444	31174	38880
445	31213	38772
446	31251	38662
447	31290	38554
448	31329	38446
449	31369	38340
450	31412	38238
451	31451	38131
452	31489	38024
453	31527	37916
454	31564	37807
455	31602	37701
456	31640	37594
457	31678	37488
458	31715	37381
459	31765	37290
460	31804	37185
461	31841	37079
462	31881	36976
463	31922	36875
464	31958	36769
465	31996	36665
466	32035	36562
467	32072	36458
468	32111	36356
469	32149	36254
470	32188	36151
471	32227	36050
472	32264	35948
473	32302	35845
474	32340	35744
475	32378	35643
476	32417	35543
477	32455	35442
478	32493	35342
479	32532	35243
480	32570	35143
481	32608	35044
482	32663	34962
483	32703	34865
484	32742	34767
485	32781	34670
486	32821	34573
487	32868	34484
488	32907	34388
489	32946	34291
490	32984	34193
491	33022	34096
492	33060	33999
493	33099	33903
494	33137	33807
495	33177	33712
496	33216	33617
497	33256	33524
498	33294	33428
499	33332	33332
500	33371	33237
501	33409	33143
502	33448	33049
503	33485	32954
504	33523	32859
505	33561	32765
506	33597	32670
507	33635	32576
508	33673	32482
509	33711	32389
510	33749	32296
511	33792	32208
512	33832	32117
513	33870	32025
514	33909	31934
515	33948	31842
516	33985	31750
517	34023	31659
518	34060	31566
519	34097	31474
520	34135	31383
521	34173	31293
522	34217	31207
523	34254	31116
524	34292	31026
525	34331	30937
526	34368	30846
527	34407	30758
528	34445	30668
529	34482	30578
530	34521	30490
531	34559	30401
532	34598	30314
533	34638	30227
534	34677	30140
535	34716	30053
536	34755	29966
537	34794	29878
538	34832	29791
539	34880	29713
540	34929	29635
541	34967	29548
542	35005	29461
543	35046	29376
544	35084	29291
545	35123	29205
546	35162	29120
547	35201	29034
548	35240	28950
549	35283	28868
550	35323	28784
551	35360	28698
552	35398	28612
553	35435	28527
554	35473	28443
555	35512	28358
556	35549	28273
557	35587	28189
558	35627	28106
559	35667	28024
560	35705	27940
561	35746	27859
562	35785	27776
563	35823	27693
564	35861	27610
565	35902	27529
566	35958	27460
567	35999	27379
568	36039	27298
569	36079	27218
570	36132	27146
571	36171	27065
572	36208	26982
573	36254	26906
574	36295	26826
575	36335	26746
576	36372	26665
577	36419	26589
578	36457	26509
579	36495	26427
580	36533	26346
581	36571	26266
582	36610	26186
583	36649	26106
584	36688	26026
585	36727	25947
586	36764	25866
587	36802	25786
588	36839	25706
589	36877	25626
590	36918	25549
591	36956	25470
592	36994	25390
593	37031	25310
594	37069	25231
595	37107	25153
596	37177	25096
597	37215	25017
598	37253	24939
599	37291	24861
600	37330	24783
601	37368	24705
602	37404	24626
603	37444	24550
604	37483	24472
605	37523	24396
606	37577	24329
607	37615	24251
608	37653	24174
609	37690	24097
610	37729	24021
611	37767	23944
612	37804	23866
613	37843	23790
614	37881	23714
615	37921	23639
616	37958	23562
617	37995	23486
618	38033	23409
619	38075	23336
620	38113	23261
621	38150	23184
622	38188	23109
623	38224	23032
624	38266	22960
625	38304	22884
626	38347	22812
627	38386	22738
628	38422	22662
629	38460	22587
630	38499	22513
631	38538	22440
632	38576	22366
633	38614	22291
634	38650	22216
635	38688	22142
636	38725	22068
637	38764	21994
638	38801	21920
639	38838	21846
640	38875	21772
641	38914	21700
642	38954	21628
643	38991	21554
644	39028	21480
645	39066	21407
646	39104	21335
647	39141	21262
648	39179	21189
649	39218	21117
650	39254	21044
651	39292	20972
652	39334	20902
653	39374	20831
654	39424	20765
655	39461	20693
656	39500	20621
657	39538	20550
658	39576	20478
659	39613	20407
660	39651	20335
661	39689	20264
662	39727	20193
663	39765	20122
664	39802	20050
665	39838	19979
666	39875	19907
667	39914	19837
668	39952	19766
669	39988	19695
670	40028	19626
671	40064	19555
672	40100	19484
673	40141	19415
674	40178	19345
675	40216	19275
676	40254	19205
677	40294	19136
678	40331	19066
679	40372	18998
680	40408	18928
681	40446	18859
682	40483	18789
683	40520	18720
684	40559	18651
685	40598	18582
686	40636	18514
687	40675	18445
688	40711	18376
689	40751	18308
690	40796	18243
691	40833	18174
692	40871	18106
693	40911	18038
694	40952	17972
695	40990	17903
696	41028	17836
697	41065	17767
698	41102	17699
699	41165	17642
700	41207	17576
701	41251	17511
702	41292	17445
703	41358	17389
704	41396	17321
705	41432	17253
706	41477	17189
707	41515	17122
708	41554	17055
709	41593	16988
710	41638	16924
711	41695	16865
712	41735	16799
713	41774	16733
714	41811	16665
715	41849	16599
716	41886	16532
717	41931	16468
718	41969	16402
719	42006	16335
720	42046	16270
721	42085	16204
722	42122	16138
723	42162	16072
724	42199	16006
725	42236	15940
726	42274	15874
727	42312	15809
728	42350	15743
729	42389	15678
730	42428	15613
731	42467	15548
732	42503	15482
733	42540	15416
734	42578	15351
735	42615	15285
736	42654	15221
737	42692	15156
738	42729	15091
739	42765	15025
740	42802	14960
741	42838	14895
742	42877	14831
743	42912	14765
744	42948	14700
745	42986	14636
746	43021	14571
747	43057	14506
748	43097	14442
749	43132	14377
750	43168	14312
751	43204	14248
752	43241	14184
753	43280	14120
754	43319	14057
755	43356	13993
756	43393	13929
757	43427	13864
758	43464	13801
759	43504	13738
760	43541	13674
761	43577	13610
762	43613	13547
763	43649	13483
764	43686	13420
765	43724	13357
766	43763	13294
767	43798	13230
768	43835	13167
769	43871	13104
770	43930	13048
771	43972	12986
772	44007	12923
773	44044	12860
774	44085	12799
775	44122	12736
776	44159	12673
777	44196	12611
778	44233	12548
779	44270	12486
780	44312	12425
781	44348	12363
782	44387	12301
783	44423	12239
784	44461	12177
785	44496	12114
786	44531	12052
787	44570	11990
788	44607	11929
789	44644	11867
790	44679	11805
791	44716	11743
792	44753	11682
793	44788	11620
794	44826	11559
795	44871	11499
796	44912	11439
797	44950	11378
798	44988	11317
799	45026	11256
800	45065	11196
801	45103	11135
802	45140	11074
803	45177	11013
804	45216	10952
805	45253	10892
806	45291	10831
807	45330	10771
808	45367	10711
809	45404	10650
810	45441	10589
811	45478	10529
812	45516	10469
813	45555	10409
814	45590	10348
815	45626	10288
816	45664	10228
817	45702	10168
818	45738	10108
819	45776	10048
820	45815	9989
821	45851	9928
822	45912	9874
823	45960	9816
824	46037	9765
825	46088	9708
826	46148	9653
827	46224	9602
828	46262	9542
829	46302	9483
830	46351	9426
831	46397	9368
832	46437	9309
833	46474	9250
834	46515	9191
835	46559	9133
836	46600	9075
837	46654	9019
838	46697	8961
839	46734	8901
840	46771	8842
841	46811	8784
842	46849	8725
843	46888	8666
844	46926	8607
845	46980	8552
846	47027	8494
847	47127	8447
848	47190	8393
849	47257	8339
850	47355	8291
851	47402	8234
852	47470	8180
853	47509	8122
854	47547	8063
855	47587	8005
856	47626	7946
857	47663	7888
858	47700	7829
859	47740	7771
860	47778	7713
861	47818	7655
862	47859	7597
863	47896	7539
864	47938	7481
865	47975	7423
866	48013	7365
867	48054	7307
868	48094	7250
869	48132	7192
870	48171	7134
871	48207	7076
872	48246	7018
873	48284	6960
874	48324	6903
875	48362	6845
876	48406	6789
877	48465	6734
878	48503	6676
879	48541	6619
880	48579	6561
881	48616	6504
882	48651	6446
883	48689	6389
884	48726	6331
885	48764	6274
886	48801	6217
887	48848	6161
888	48885	6103
889	48924	6046
890	48964	5990
891	49002	5932
892	49040	5876
893	49085	5819
894	49121	5762
895	49159	5706
896	49198	5649
897	49236	5592
898	49272	5535
899	49313	5479
900	49349	5422
901	49390	5366
902	49428	5309
903	49466	5253
904	49502	5196
905	49539	5139
906	49576	5083
907	49613	5026
908	49649	4970
909	49686	4914
910	49722	4857
911	49759	4801
912	49803	4745
913	49849	4690
914	49886	4634
915	49943	4579
916	49987	4524
917	50025	4468
918	50065	4412
919	50102	4356
920	50141	4300
921	50192	4246
922	50229	4190
923	50266	4134
924	50303	4078
925	50341	4022
926	50380	3967
927	50416	3911
928	50453	3855
929	50488	3800
930	50526	3744
931	50565	3689
932	50605	3634
933	50646	3578
934	50700	3524
935	50737	3469
936	50775	3413
937	50813	3358
938	50850	3303
939	50887	3248
940	50926	3193
941	50963	3137
942	51003	3082
943	51040	3027
944	51078	2972
945	51114	2917
946	51149	2862
947	51188	2807
948	51224	2752
949	51261	2697
950	51300	2643
951	51336	2588
952	51379	2533
953	51417	2479
954	51453	2424
955	51489	2369
956	51536	2315
957	51590	2261
958	51630	2207
959	51666	2152
960	51710	2098
961	51759	2044
962	51799	1990
963	51835	1935
964	51871	1881
965	51914	1827
966	51953	1772
967	51991	1718
968	52028	1664
969	52064	1610
970	52100	1556
971	52136	1501
972	52179	1447
973	52217	1393
974	52253	1339
975	52290	1285
976	52329	1231
977	52366	1177
978	52409	1124
979	52445	1070
980	52483	1016
981	52520	962
982	52557	908
983	52594	855
984	52630	801
985	52673	747
986	52709	694
987	52746	640
988	52782	587
989	52819	533
990	52862	480
991	52914	426
992	52971	373
993	53010	319
994	53050	266
995	53090	213
996	53127	159
997	53166	106
998	53204	53
999	53240	0
