iter	RMSE
268	35328.44024
269	35311.68587
270	35301.95703
271	35208.05883
272	35193.83437
273	35182.82898
274	35152.18344
275	35138.56714
276	35073.73492
277	35001.24819
278	34988.20537
279	34923.07363
280	34884.44449
281	34860.50746
282	34811.01643
283	34809.03499
284	34762.68449
285	34744.09762
286	34668.9131
287	34599.9116
288	34559.85134
289	34530.55957
290	34497.63265
291	34433.36946
292	34428.84401
293	34398.61936
294	34391.73632
295	34330.41599
296	34281.65681
297	34259.47174
298	34188.59668
299	34169.52551
300	34122.3803
301	34096.34829
302	34031.85009
303	34028.04463
304	34021.65615
305	33984.77186
306	33982.12932
307	33923.0449
308	33897.46073
309	33858.95672
310	33800.08706
311	33793.41296
312	33767.28512
313	33748.52729
314	33710.25789
315	33685.13747
316	33678.93319
317	33626.61246
318	33572.21522
319	33560.79878
320	33557.32223
321	33551.72272
322	33524.27014
323	33514.25247
324	33464.07743
325	33458.40222
326	33436.76235
327	33399.05077
328	33378.54243
329	33372.24395
330	33362.46168
331	33328.44406
332	33293.01516
333	33283.76886
334	33256.9356
335	33251.7449
336	33249.19726
337	33202.01184
338	33200.12296
339	33147.93408
340	33104.34133
341	33099.50546
342	33038.62985
343	33014.61913
344	32988.5032
345	32979.56343
346	32977.3536
347	32971.49093
348	32965.68116
349	32928.63253
350	32925.67551
351	32910.2933
352	32893.98796
353	32843.50237
354	32811.30253
355	32799.68949
356	32744.81558
357	32735.62003
358	32691.44843
359	32664.6152
360	32613.20961
361	32610.51102
362	32606.13205
363	32599.14612
364	32592.31129
365	32583.31746
366	32546.42982
367	32543.56106
368	32508.76904
369	32503.40768
370	32501.93241
371	32500.29589
372	32488.0022
373	32486.27451
374	32405.82753
375	32396.35199
376	32375.71631
377	32352.43654
378	32296.33319
379	32279.41132
380	32277.54459
381	32264.33471
382	32253.24974
383	32229.83815
384	32206.84613
385	32201.98215
386	32200.62641
387	32196.97637
388	32151.99215
389	32136.96771
390	32106.18267
391	32040.37877
392	32033.15462
393	31971.06397
394	31921.64179
395	31902.86221
396	31897.9079
397	31884.09578
398	31872.01159
399	31867.48843
400	31839.598
401	31792.58993
402	31783.00172
403	31778.21547
404	31753.25079
405	31734.35884
406	31727.77831
407	31718.19917
408	31704.08978
409	31696.33272
410	31688.03419
411	31624.08207
412	31585.30762
413	31569.4704
414	31568.48729
415	31567.86768
416	31542.37559
417	31540.47359
418	31521.17808
419	31499.36989
420	31464.14646
421	31448.16413
422	31445.92017
423	31400.14303
424	31391.1177
425	31380.93486
426	31355.09106
427	31345.78638
428	31327.7712
429	31323.44676
430	31316.732
431	31306.58366
432	31290.97014
433	31251.53295
434	31250.74912
435	31203.56346
436	31192.86554
437	31184.0512
438	31179.64034
439	31171.54832
440	31146.87304
441	31125.70161
442	31103.05661
443	31069.11737
444	31018.26587
445	31012.06737
446	30988.3917
447	30952.20629
448	30947.01136
449	30931.03913
450	30914.96126
451	30883.89387
452	30878.17821
453	30871.4593
454	30853.21538
455	30845.75292
456	30833.96132
457	30827.78633
458	30815.77986
459	30810.08248
460	30783.42273
461	30744.64212
462	30736.40902
463	30724.88346
464	30694.57177
465	30660.7886
466	30633.70091
467	30588.17832
468	30570.35902
469	30556.42507
470	30555.07946
471	30543.80399
472	30527.39022
473	30523.95483
474	30513.15878
475	30497.6306
476	30493.53526
477	30471.20264
478	30457.6151
479	30428.94319
480	30417.36623
481	30414.15562
482	30391.13375
483	30380.95649
484	30359.25186
485	30356.36442
486	30347.94291
487	30329.01255
488	30315.58215
489	30300.70672
490	30295.61526
491	30281.09672
492	30241.77464
493	30214.89464
494	30209.56003
495	30198.78683
496	30181.56847
497	30178.48717
498	30150.65357
499	30137.88693
500	30134.98515
501	30129.9856
502	30115.36908
503	30110.26083
504	30094.30884
505	30082.32985
506	30081.04546
507	30055.28777
508	30030.09234
509	30001.21552
510	29984.63295
511	29980.38721
512	29962.0589
513	29958.08804
514	29953.46606
515	29948.01586
516	29945.11035
517	29932.70625
518	29887.871
519	29878.44487
520	29873.54111
521	29859.52901
522	29850.58123
523	29847.0397
524	29838.52819
525	29819.00057
526	29815.45536
527	29798.22765
528	29792.65429
529	29782.72677
530	29782.41857
531	29773.46254
532	29762.41087
533	29752.88007
534	29748.25965
535	29737.40825
536	29730.00873
537	29728.59201
538	29728.03877
539	29706.5776
540	29691.46351
541	29689.59432
542	29662.58414
543	29661.53937
544	29638.03741
545	29635.62654
546	29632.81836
547	29619.39134
548	29617.22176
549	29589.28143
550	29583.52199
551	29579.92242
552	29570.83745
553	29558.36241
554	29537.93611
555	29518.32
556	29508.82589
557	29495.37497
558	29492.40762
559	29478.29246
560	29456.76975
561	29453.58414
562	29449.46204
563	29444.04904
564	29425.0621
565	29413.69097
566	29413.06154
567	29394.17078
568	29385.12141
569	29383.25711
570	29372.28203
571	29367.78985
572	29366.54018
573	29358.93941
574	29341.38759
575	29329.33491
576	29321.11128
577	29312.48081
578	29309.08926
579	29308.33066
580	29302.26362
581	29295.6614
582	29288.07298
583	29277.49559
584	29269.14576
585	29265.46705
586	29263.80111
587	29251.28336
588	29244.79141
589	29228.72113
590	29213.15333
591	29167.52183
592	29163.56741
593	29150.92316
594	29133.43588
595	29119.30324
596	29114.30115
597	29110.33421
598	29104.04486
599	29101.56552
600	29100.65386
601	29079.2403
602	29074.98715
603	29060.83867
604	29059.15937
605	29030.29561
606	29028.42294
607	29011.41456
608	28998.7958
609	28991.78451
610	28978.45931
611	28965.45395
612	28959.13103
613	28945.71174
614	28942.32332
615	28936.359
616	28935.42963
617	28920.8083
618	28920.27555
619	28913.85613
620	28912.74294
621	28910.99325
622	28906.20412
623	28903.05906
624	28876.13133
625	28865.93407
626	28862.19961
627	28857.15398
628	28856.69948
629	28849.60444
630	28830.9081
631	28824.04191
632	28816.81256
633	28804.61936
634	28800.95142
635	28796.57868
636	28791.33088
637	28787.28781
638	28779.32597
639	28775.89207
640	28750.95281
641	28746.21625
642	28743.51433
643	28723.11469
644	28719.45845
645	28696.1958
646	28694.38137
647	28683.26674
648	28676.11038
649	28667.33605
650	28666.29312
651	28654.64185
652	28635.31354
653	28632.92207
654	28620.53955
655	28618.98032
656	28611.7049
657	28599.84566
658	28599.2702
659	28597.04435
660	28596.03861
661	28575.54515
662	28573.01385
663	28558.85575
664	28554.99005
665	28550.46208
666	28549.22332
667	28541.92727
668	28535.20108
669	28530.62868
670	28509.4965
671	28507.55349
672	28495.33861
673	28490.26612
674	28469.85185
675	28467.92961
676	28465.29181
677	28461.46082
678	28454.64852
679	28446.31759
680	28445.38086
681	28444.5264
682	28438.74928
683	28435.13014
684	28432.22508
685	28425.87865
686	28413.46583
687	28410.66662
688	28410.07769
689	28387.93994
690	28359.85503
691	28354.18748
692	28350.59936
693	28347.34553
694	28343.32927
695	28330.7637
696	28309.77663
697	28303.50135
698	28302.01366
699	28294.63943
700	28288.56673
701	28287.16597
702	28278.94397
703	28276.97622
704	28273.00857
705	28254.45779
706	28220.8154
707	28215.38268
708	28212.99608
709	28196.57581
710	28193.48224
711	28187.12665
712	28174.71773
713	28171.74576
714	28165.75687
715	28157.80336
716	28145.49771
717	28133.30511
718	28119.19866
719	28118.55645
720	28112.11638
721	28105.22063
722	28098.183
723	28092.52909
724	28085.73393
725	28081.87788
726	28080.79548
727	28045.48574
728	28044.9051
729	28042.20187
730	28034.42727
731	28031.657
732	28027.40413
733	28015.93634
734	28009.12703
735	28007.20472
736	28005.10588
737	28000.13396
738	27995.46855
739	27976.17134
740	27965.80247
741	27961.38432
742	27958.35238
743	27945.83468
744	27937.95007
745	27932.07504
746	27904.72806
747	27901.94948
748	27896.07655
749	27894.93948
750	27891.64099
751	27886.65659
752	27884.71874
753	27876.86064
754	27856.96563
755	27855.40187
756	27846.24606
757	27842.98006
758	27842.6504
759	27823.60714
760	27823.11848
761	27816.72678
762	27806.54514
763	27785.40608
764	27779.87405
765	27774.89188
766	27765.06841
767	27762.48683
768	27743.73331
769	27737.55716
770	27727.54479
771	27722.45
772	27715.079
773	27704.48646
774	27702.61965
775	27700.04555
776	27698.92128
777	27694.14241
778	27693.19457
779	27689.21631
780	27676.68831
781	27675.9052
782	27671.34604
783	27669.25735
784	27666.90153
785	27663.03645
786	27662.8817
787	27661.62356
788	27655.92823
789	27655.23468
790	27646.73607
791	27636.57239
792	27629.38994
793	27628.37813
794	27621.84389
795	27617.86883
796	27613.65631
797	27597.69367
798	27592.86535
799	27583.41555
800	27563.40746
801	27557.2502
802	27554.56767
803	27551.90022
804	27518.0836
805	27509.41721
806	27500.16498
807	27481.35676
808	27476.44485
809	27473.04388
810	27466.87987
811	27462.99369
812	27456.42143
813	27444.42541
814	27418.9579
815	27409.52717
816	27406.1999
817	27399.35121
818	27380.6804
819	27376.23533
820	27375.73413
821	27368.67936
822	27362.08982
823	27337.66818
824	27334.13877
825	27324.95237
826	27313.6549
827	27310.14875
828	27307.65339
829	27289.17651
830	27286.47358
831	27278.06335
832	27271.37211
833	27253.1575
834	27250.63589
835	27250.49771
836	27248.28344
837	27241.58391
838	27230.42821
839	27227.52493
840	27194.8422
841	27181.08864
842	27172.64809
843	27170.41827
844	27164.20916
845	27163.83994
846	27161.63313
847	27157.99007
848	27157.62025
849	27157.00901
850	27152.71127
851	27142.6416
852	27126.65438
853	27119.10978
854	27094.52129
855	27080.1685
856	27078.61835
857	27054.93166
858	27053.94889
859	27043.73085
860	27029.08154
861	27026.90017
862	27022.49434
863	27010.86807
864	27008.21001
865	26992.32638
866	26980.6989
867	26978.7318
868	26967.36884
869	26956.88518
870	26956.20464
871	26950.98304
872	26930.2683
873	26918.99403
874	26911.55467
875	26911.43844
876	26908.9799
877	26900.95154
878	26884.7171
879	26859.66925
880	26850.01681
881	26847.91294
882	26846.84834
883	26822.67144
884	26813.15484
885	26810.29763
886	26791.2826
887	26783.60093
888	26779.85207
889	26778.23294
890	26775.63112
891	26755.50798
892	26728.97999
893	26723.95444
894	26720.04247
895	26719.42352
896	26717.75618
897	26706.4576
898	26702.04406
899	26699.8107
900	26697.03966
901	26694.26162
902	26693.03427
903	26686.80528
904	26682.35799
905	26677.47424
906	26666.80748
907	26665.08245
908	26661.74253
909	26649.12788
910	26645.7571
911	26637.53108
912	26637.15692
913	26635.66858
914	26631.11479
915	26629.90483
916	26622.60695
917	26609.34892
918	26598.21308
919	26594.9773
920	26591.10617
921	26588.05259
922	26581.79574
923	26576.0239
924	26555.86361
925	26554.83882
926	26550.26697
927	26550.00307
928	26537.62805
929	26525.28713
930	26521.14278
931	26518.9939
932	26514.52246
933	26511.76203
934	26508.47623
935	26506.78273
936	26501.69315
937	26500.57078
938	26498.43598
939	26496.39525
940	26477.46174
941	26468.45344
942	26461.27131
943	26460.5083
944	26435.22825
945	26433.13765
946	26432.92032
947	26425.70316
948	26422.4132
949	26420.90069
950	26420.00921
951	26404.19002
952	26397.54981
953	26397.32227
954	26394.9143
955	26391.03183
956	26384.90952
957	26381.55675
958	26359.2035
959	26348.01705
960	26337.00368
961	26320.22635
962	26315.60647
963	26306.86384
964	26305.71684
965	26301.62976
966	26301.15677
967	26284.41125
968	26282.09626
969	26267.1444
970	26266.66331
971	26265.04317
972	26253.14117
973	26252.84434
974	26247.44975
975	26246.93312
976	26243.75052
977	26216.51401
978	26200.17036
979	26194.68546
980	26186.84807
981	26183.1063
982	26178.04741
983	26177.75257
984	26169.9461
985	26162.01049
986	26158.33518
987	26157.05193
988	26155.42727
989	26149.74941
990	26142.31423
991	26141.86203
992	26126.20794
993	26115.46287
994	26112.97809
995	26103.469
996	26090.58736
997	26075.02487
998	26073.70402
999	26069.49103
