iter	RMSE
0	126465.9327
1	123935.309
2	121376.7521
3	118922.4994
4	116576.145
5	114271.946
6	112034.5916
7	109989.9563
8	107949.3124
9	106065.8599
10	104156.2576
11	102312.291
12	100563.7097
13	98696.85223
14	96908.56489
15	95364.40102
16	93736.76318
17	92137.9927
18	90656.22555
19	89127.41456
20	87647.3862
21	86293.26692
22	85076.41573
23	83777.95229
24	82505.76442
25	81397.08678
26	80222.24763
27	79109.98787
28	77942.664
29	76860.27143
30	75853.3415
31	74882.192
32	73887.93241
33	72992.81768
34	72095.19672
35	71276.36081
36	70482.11582
37	69716.06774
38	69040.8396
39	68276.20923
40	67566.4277
41	66958.46791
42	66304.4501
43	65560.15778
44	64921.94332
45	64314.76437
46	63708.39893
47	63173.33662
48	62678.81259
49	62121.41199
50	61441.77136
51	60908.17936
52	60416.22084
53	59921.41381
54	59556.07335
55	59105.85595
56	58677.83751
57	58252.10259
58	57864.93822
59	57524.47956
60	57169.98865
61	56805.67922
62	56481.19627
63	56041.32931
64	55719.6096
65	55415.27955
66	55141.99571
67	54876.54466
68	54664.25066
69	54380.31754
70	54102.27093
71	53844.52831
72	53627.08596
73	53377.20999
74	53157.38032
75	52952.49882
76	52728.33385
77	52543.85478
78	52355.79261
79	52155.93588
80	51961.04429
81	51789.87583
82	51610.43224
83	51445.77545
84	51291.34579
85	51130.59875
86	51038.73891
87	50897.15511
88	50705.96474
89	50551.37087
90	50413.4967
91	50274.22313
92	50146.95509
93	49968.63183
94	49808.54839
95	49632.3518
96	49485.52894
97	49397.78586
98	49238.40692
99	49138.59826
100	49009.30121
101	48951.48338
102	48822.25624
103	48669.09683
104	48467.00111
105	48381.53999
106	48192.70557
107	47999.84395
108	47930.47283
109	47817.22654
110	47723.06825
111	47606.99228
112	47512.48158
113	47411.94779
114	47296.9648
115	47160.4565
116	47033.19295
117	46985.3579
118	46866.67557
119	46771.74527
120	46669.42898
121	46578.12863
122	46534.65235
123	46433.72845
124	46354.16145
125	46270.44115
126	46105.96327
127	46015.45165
128	45978.78223
129	45907.22834
130	45843.86488
131	45816.12512
132	45733.27262
133	45669.10739
134	45536.9009
135	45494.74388
136	45439.54993
137	45367.61309
138	45287.00942
139	45225.00885
140	45188.73572
141	45145.71967
142	44992.96946
143	44938.87987
144	44900.04401
145	44860.83416
146	44805.35493
147	44750.51143
148	44702.87564
149	44642.37472
150	44597.21538
151	44527.86566
152	44413.08971
153	44224.56955
154	44202.51607
155	44169.03545
156	44127.27375
157	44101.63196
158	44033.83143
159	43964.49978
160	43931.35436
161	43852.78854
162	43798.62912
163	43663.29642
164	43597.19387
165	43529.35589
166	43467.28998
167	43414.9212
168	43270.23903
169	43248.42298
170	43221.07899
171	43191.76664
172	43152.56714
173	43117.29923
174	43071.7919
175	43022.87709
176	42885.33893
177	42850.76171
178	42822.01738
179	42786.61197
180	42744.54201
181	42718.73377
182	42691.67075
183	42656.88942
184	42582.3034
185	42459.28648
186	42368.43194
187	42290.79527
188	42279.59622
189	42187.21639
190	42148.25503
191	42101.08468
192	42051.46608
193	42032.03838
194	41991.03076
195	41980.45849
196	41951.69016
197	41920.64709
198	41906.40729
199	41880.72056
200	41792.10718
201	41780.55031
202	41744.11059
203	41731.76923
204	41672.68499
205	41650.53364
206	41583.8971
207	41548.16227
208	41511.39344
209	41420.5053
210	41382.48624
211	41367.09231
212	41345.8893
213	41229.38548
214	41224.60217
215	41197.87985
216	41121.39416
217	41110.30036
218	40927.82284
219	40915.81388
220	40904.13955
221	40858.15554
222	40827.9224
223	40805.07808
224	40782.69284
225	40760.34054
226	40735.47329
227	40693.15559
228	40658.69791
229	40622.16041
230	40595.82654
231	40587.58892
232	40580.59849
233	40475.91787
234	40450.6715
235	40402.39111
236	40363.14299
237	40351.73077
238	40340.4425
239	40307.87452
240	40288.08904
241	40270.75316
242	40196.05097
243	40144.55704
244	40136.00473
245	40116.97314
246	40110.06163
247	40081.69636
248	40072.1651
249	40064.5657
250	40041.27474
251	40025.70821
252	40016.95277
253	40008.96248
254	40001.70962
255	39966.20718
256	39946.18804
257	39863.75616
258	39837.87806
259	39829.05323
260	39822.14445
261	39799.24615
262	39790.46359
263	39772.33529
264	39759.03822
265	39705.06537
266	39656.91727
267	39636.23672
268	39629.11833
269	39569.63244
270	39562.85417
271	39526.93486
272	39519.5765
273	39512.35546
274	39498.99083
275	39493.1046
276	39487.94815
277	39469.42906
278	39456.99885
279	39365.99683
280	39340.83194
281	39320.65015
282	39306.47258
283	39280.25142
284	39260.08968
285	39252.68114
286	39193.4515
287	39178.96181
288	39172.78631
289	39158.35316
290	39102.45163
291	39097.0878
292	39038.35066
293	39025.94739
294	39014.12087
295	38926.10785
296	38914.71387
297	38892.5898
298	38882.66012
299	38878.5172
300	38823.54017
301	38802.40217
302	38797.78237
303	38792.07553
304	38728.31978
305	38713.07646
306	38708.25985
307	38703.37962
308	38688.05116
309	38683.45413
310	38672.31191
311	38663.67843
312	38658.78317
313	38589.46138
314	38550.19057
315	38529.31848
316	38476.55525
317	38468.45959
318	38449.74379
319	38393.56105
320	38378.61901
321	38362.98969
322	38354.89196
323	38320.45599
324	38301.63224
325	38294.49702
326	38280.45461
327	38266.60132
328	38210.49087
329	38185.2103
330	38101.48584
331	38022.09845
332	38003.92038
333	37999.29259
334	37953.1141
335	37891.451
336	37885.07617
337	37810.51575
338	37756.37473
339	37739.61476
340	37641.99565
341	37595.80346
342	37543.83235
343	37537.86095
344	37468.29862
345	37384.30991
346	37331.19345
347	37310.30363
348	37226.54425
349	37182.29127
350	37104.83995
351	37095.2569
352	37025.81621
353	37011.3657
354	37005.93795
355	36996.94164
356	36954.75068
357	36913.83418
358	36902.49001
359	36891.76364
360	36840.79037
361	36828.05604
362	36782.52851
363	36708.4816
364	36698.33862
365	36622.55731
366	36613.99158
367	36537.67579
368	36526.89527
369	36483.4952
370	36475.55775
371	36434.23138
372	36427.52541
373	36407.13072
374	36401.66615
375	36348.98301
376	36329.29803
377	36263.7424
378	36227.55762
379	36162.7459
380	36154.75901
381	36146.49374
382	36140.43761
383	36121.90936
384	36113.05686
385	36078.19262
386	36057.58886
387	36015.12949
388	36003.82789
389	35964.94378
390	35902.62947
391	35896.71451
392	35846.79581
393	35799.14302
394	35759.03888
395	35716.45933
396	35659.297
397	35651.59489
398	35607.43624
399	35600.0638
