iter	Passed	Remaining
224	6902	5368
225	6932	5337
226	6963	5307
227	6993	5275
228	7021	5243
229	7050	5211
230	7083	5182
231	7109	5148
232	7125	5107
233	7152	5073
234	7182	5042
235	7211	5011
236	7241	4980
237	7273	4950
238	7306	4922
239	7338	4892
240	7365	4859
241	7401	4832
242	7431	4801
243	7458	4768
244	7487	4736
245	7514	4704
246	7535	4667
247	7565	4636
248	7593	4604
249	7612	4567
250	7644	4537
251	7677	4508
252	7708	4478
253	7738	4447
254	7775	4421
255	7814	4395
256	7851	4368
257	7881	4337
258	7908	4305
259	7936	4273
260	7969	4244
261	8000	4213
262	8030	4183
263	8061	4153
264	8093	4123
265	8126	4093
266	8155	4062
267	8187	4032
268	8215	4000
269	8244	3969
270	8272	3937
271	8300	3906
272	8325	3872
273	8349	3839
274	8382	3810
275	8411	3779
276	8430	3743
277	8460	3712
278	8490	3682
279	8519	3651
280	8546	3619
281	8575	3588
282	8602	3556
283	8631	3525
284	8659	3494
285	8687	3462
286	8715	3431
287	8760	3406
288	8794	3377
289	8826	3348
290	8857	3317
291	8884	3285
292	8921	3257
293	8961	3231
294	8995	3201
295	9024	3170
296	9056	3140
297	9086	3110
298	9115	3078
299	9138	3046
300	9166	3014
301	9197	2984
302	9225	2953
303	9253	2922
304	9282	2891
305	9311	2860
306	9343	2830
307	9372	2799
308	9406	2770
309	9435	2739
310	9463	2708
311	9491	2676
312	9522	2646
313	9551	2615
314	9580	2585
315	9610	2554
316	9638	2523
317	9666	2492
318	9693	2461
319	9721	2430
320	9755	2400
321	9787	2370
322	9817	2340
323	9848	2310
324	9876	2279
325	9904	2248
326	9931	2217
327	9964	2187
328	9996	2157
329	10026	2126
330	10079	2101
331	10118	2072
332	10153	2042
333	10185	2012
334	10217	1982
335	10248	1952
336	10275	1921
337	10303	1889
338	10330	1858
339	10373	1830
340	10406	1800
341	10437	1770
342	10465	1739
343	10493	1708
344	10521	1677
345	10555	1647
346	10586	1616
347	10616	1586
348	10646	1555
349	10674	1524
350	10703	1494
351	10731	1463
352	10760	1432
353	10795	1402
354	10831	1372
355	10861	1342
356	10890	1311
357	10920	1281
358	10951	1250
359	10984	1220
360	11016	1190
361	11051	1160
362	11081	1129
363	11109	1098
364	11137	1068
365	11167	1037
366	11195	1006
367	11227	976
368	11266	946
369	11296	915
370	11327	885
371	11359	854
372	11389	824
373	11421	794
374	11451	763
375	11481	732
376	11510	702
377	11539	671
378	11568	640
379	11597	610
380	11625	579
381	11654	549
382	11682	518
383	11714	488
384	11744	457
385	11774	427
386	11805	396
387	11834	366
388	11862	335
389	11889	304
390	11917	274
391	11947	243
392	11977	213
393	12005	182
394	12039	152
395	12066	121
396	12094	91
397	12126	60
398	12158	30
399	12195	0
